symbol,entry_time,exit_time,side,entry,exit,size,notional,commission,slippage,funding,bars_held,exit_reason,soft_sl,hard_sl,liquidation_price,entry_equity,pnl_return_pct,risk_pct,risk_mult,risk_reasons,pnl
LINK/USDT,2023-10-21 12:00:00,2023-10-21 20:00:00,long,8.05,8.89,198.562951,1682.57,1.3461,2.5239,0.1683,2,soft_sl,8.8945,8.75,,1601.4051,10.181843,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|weekend,163.05
TRX/USDT,2023-10-24 04:00:00,2023-10-24 08:00:00,long,0.09,0.09,39933.5811,3718.92,2.9751,5.5784,0.3719,1,soft_sl,0.0934,0.09,,1764.4576,0.70611,0.04453,1.113,adx:strong|daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value,12.46
TRX/USDT,2023-10-31 08:00:00,2023-10-31 12:00:00,long,0.1,0.1,50537.385557,4859.12,3.8873,7.2887,0.243,1,soft_sl,0.0964,0.1,,1776.9166,1.001267,0.04266,1.067,adx:strong|daily:aligned|obv:aligned|pattern:contra|vp:inside_value|funding_window,17.79
DOGE/USDT,2023-11-06 20:00:00,2023-11-07 00:00:00,long,0.08,0.08,25608.201761,1953.27,1.5626,2.9299,0.0977,1,soft_sl,0.0765,0.07,,1794.7083,0.387044,0.04956,1.239,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value,6.95
DOGE/USDT,2023-11-11 12:00:00,2023-11-11 16:00:00,long,0.08,0.08,11748.685377,949.11,0.7593,1.4237,0.3546,1,soft_sl,0.0817,0.08,,1801.6546,1.012078,0.03466,0.866,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:long_above_value|weekend,18.23
DOGE/USDT,2023-11-16 16:00:00,2023-11-16 20:00:00,long,0.08,0.08,14365.989524,1130.31,0.9042,1.6955,0.4031,1,soft_sl,0.0804,0.08,,1819.8888,2.565889,0.04456,1.114,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|pattern:contra|vp:long_above_value|funding_window,46.7
DOGE/USDT,2023-11-17 16:00:00,2023-11-17 20:00:00,long,0.08,0.08,9101.579436,744.75,0.5958,1.1171,0.0973,1,soft_sl,0.0836,0.08,,1866.5851,1.606472,0.0336,0.84,market:trend|adx:trend|daily:aligned|obv:aligned|vol:high|pattern:contra|vp:inside_value|funding_window,29.99
TRX/USDT,2023-11-20 16:00:00,2023-11-20 20:00:00,long,0.1,0.1,29327.275128,3044.36,2.4355,4.5665,0.1522,1,soft_sl,0.1039,0.1,,1896.5712,-0.140632,0.03324,0.831,daily:aligned|obv:against|pattern:contra|vp:inside_value|funding_window,-2.67
DOGE/USDT,2023-12-06 00:00:00,2023-12-06 04:00:00,long,0.09,0.1,14153.827592,1350.62,1.0805,2.0259,0.0675,1,soft_sl,0.0964,0.09,,1893.9041,1.36333,0.03825,0.956,market:trend|adx:strong|daily:aligned|obv:aligned|vp:long_above_value|funding_window|daily_close,25.82
LINK/USDT,2023-12-08 20:00:00,2023-12-09 00:00:00,long,16.79,16.99,81.066402,1369.49,1.0956,2.0542,0.5588,1,soft_sl,16.9929,16.49,,1919.7242,0.646731,0.04287,1.072,daily:aligned|obv:aligned|vol:elevated|vp:long_above_value,12.42
LINK/USDT,2023-12-23 20:00:00,2023-12-24 00:00:00,long,15.64,15.77,83.834367,1316.65,1.0533,1.975,0.427,1,soft_sl,15.7738,15.37,,1932.1397,0.414951,0.035,0.875,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value|weekend,8.02
LINK/USDT,2023-12-28 08:00:00,2023-12-28 12:00:00,long,16.96,17.29,66.421058,1137.38,0.9099,1.7061,0.0569,1,soft_sl,17.2866,16.72,,1940.1571,0.976753,0.03858,0.964,daily:aligned|obv:aligned|vol:elevated|vp:long_above_value|funding_window,18.95
DOGE/USDT,2024-01-02 08:00:00,2024-01-02 12:00:00,long,0.09,0.09,31448.793772,2954.73,2.3638,4.4321,0.1477,1,soft_sl,0.0944,0.09,,1959.1076,0.941821,0.045,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value|funding_window,18.45
LINK/USDT,2024-01-08 08:00:00,2024-01-08 12:00:00,short,13.49,13.25,90.543689,1210.26,0.9682,1.8154,0.0605,1,soft_sl,13.2472,13.71,,1977.5589,0.949769,0.04244,1.061,adx:strong|daily:aligned|obv:aligned|vol:elevated|pattern:contra|vp:short_below_value|funding_window,18.78
LINK/USDT,2024-01-15 08:00:00,2024-01-15 12:00:00,long,15.45,15.79,69.512962,1085.52,0.8684,1.6283,0.0543,1,soft_sl,15.7853,15.28,,1996.3412,1.050184,0.0349,0.873,daily:aligned|obv:aligned|vol:elevated|vp:inside_value|funding_window,20.97
DOGE/USDT,2024-01-19 00:00:00,2024-01-19 04:00:00,short,0.08,0.08,25302.671524,1956.81,1.5655,2.9352,0.0978,1,soft_sl,0.0766,0.08,,2017.3064,1.637788,0.03461,0.865,adx:trend|daily:aligned|obv:aligned|vp:inside_value|funding_window|daily_close,33.04
DOGE/USDT,2024-01-23 16:00:00,2024-01-23 20:00:00,short,0.08,0.08,19259.07812,1484.94,1.188,2.2274,0.0742,1,soft_sl,0.0767,0.08,,2050.3456,0.612248,0.04456,1.114,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window,12.55
TRX/USDT,2024-01-27 08:00:00,2024-01-27 12:00:00,long,0.12,0.12,28100.351352,3234.89,2.5879,4.8523,0.1617,1,soft_sl,0.1152,0.11,,2062.8988,-0.125362,0.03121,0.78,market:trend|adx:strong|daily:aligned|obv:aligned|vp:inside_value|vp:near_poc|weekend|funding_window,-2.59
LINK/USDT,2024-01-30 20:00:00,2024-01-31 00:00:00,long,15.63,15.7,136.09734,2131.89,1.7055,3.1978,0.2132,1,soft_sl,15.6959,15.39,,2060.3128,0.167158,0.04048,1.012,daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value,3.44
LINK/USDT,2024-01-31 08:00:00,2024-01-31 12:00:00,long,15.82,15.93,134.085011,2128.96,1.7032,3.1934,0.1064,1,soft_sl,15.9304,15.61,,2063.7567,0.442373,0.04208,1.052,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|pattern:strong_contra|vp:long_above_value|funding_window,9.13
LINK/USDT,2024-02-01 20:00:00,2024-02-02 00:00:00,long,16.94,17.32,79.109137,1355.03,1.084,2.0326,0.1355,1,soft_sl,17.3204,16.84,,2072.8862,1.306121,0.03663,0.916,daily:aligned|obv:aligned|rsi:hot_long|vp:inside_value,27.07
DOGE/USDT,2024-02-05 04:00:00,2024-02-05 08:00:00,short,0.08,0.08,51214.887159,3998.62,3.1989,5.9979,-0.3999,1,soft_sl,0.078,0.08,,2099.9606,0.140806,0.0474,1.185,adx:strong|daily:aligned|obv:aligned|pattern:contra|vp:inside_value,2.96
LINK/USDT,2024-02-05 16:00:00,2024-02-05 20:00:00,long,19.28,19.36,78.148064,1509.96,1.208,2.2649,0.0755,1,soft_sl,19.3626,18.79,,2102.9175,0.134502,0.04266,1.067,adx:strong|daily:aligned|obv:aligned|vp:inside_value|funding_window,2.83
LINK/USDT,2024-02-11 08:00:00,2024-02-11 12:00:00,long,20.35,20.64,59.294406,1215.11,0.9721,1.8227,0.1215,1,soft_sl,20.6386,20.13,,2105.746,0.682467,0.02839,0.71,adx:trend|daily:aligned|obv:aligned|rsi:hot_long|pattern:aligned|vp:long_above_value|weekend|funding_window,14.37
TRX/USDT,2024-02-12 16:00:00,2024-02-12 20:00:00,long,0.13,0.13,49429.688307,6211.47,4.9692,9.3172,0.3106,1,soft_sl,0.1257,0.12,,2120.117,-0.629045,0.04266,1.067,adx:strong|daily:aligned|obv:aligned|vp:inside_value|funding_window,-13.34
DOGE/USDT,2024-02-15 08:00:00,2024-02-15 12:00:00,long,0.09,0.09,29737.914226,2553.41,2.0427,3.8301,0.1277,1,soft_sl,0.0861,0.08,,2106.7805,0.375073,0.045,1.125,market:trend|adx:trend|daily:aligned|obv:aligned|vp:long_above_value|funding_window,7.9
DOGE/USDT,2024-02-20 00:00:00,2024-02-20 00:00:00,long,0.09,0.09,21392.527808,1919.87,1.5359,2.8798,0.096,1,soft_sl,0.09,0.09,,2114.6825,0.302574,0.03236,0.809,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|pattern:contra|vp:inside_value|funding_window|daily_close,6.4
LINK/USDT,2024-02-27 00:00:00,2024-02-27 04:00:00,long,19.11,19.33,96.489972,1854.24,1.4834,2.7814,0.0927,1,soft_sl,19.3279,18.97,,2121.081,0.80378,0.03297,0.824,daily:aligned|obv:aligned|vp:inside_value|funding_window|daily_close,17.05
TRX/USDT,2024-02-27 08:00:00,2024-02-27 12:00:00,long,0.14,0.14,42862.347108,6052.45,4.842,9.0787,0.3026,1,soft_sl,0.1416,0.14,,2138.1298,0.885389,0.03461,0.865,adx:trend|daily:aligned|obv:aligned|rsi:hot_long|pattern:contra|vp:inside_value|funding_window,18.93
LINK/USDT,2024-03-11 04:00:00,2024-03-11 08:00:00,long,21.25,21.5,56.87819,1215.83,0.9727,1.8238,0.7167,1,soft_sl,21.5002,20.77,,2157.0606,0.491596,0.03858,0.964,adx:trend|daily:aligned|obv:against|vol:elevated|pattern:strong_contra|vp:long_above_value,10.6
LINK/USDT,2024-03-19 12:00:00,2024-03-19 16:00:00,short,17.33,17.28,59.261916,1025.47,0.8204,1.5382,0.0513,1,soft_sl,17.2752,18.07,,2167.6646,0.046846,0.04322,1.081,market:trend|adx:strong|daily:aligned|obv:aligned|vol:high|pattern:contra|vp:short_below_value,1.02
TRX/USDT,2024-03-19 12:00:00,2024-03-19 20:00:00,short,0.12,0.12,21622.067103,2550.33,2.0403,3.8255,-0.255,2,soft_sl,0.1167,0.12,,2167.6646,2.23387,0.03282,1.225,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,48.42
DOGE/USDT,2024-03-25 20:00:00,2024-03-26 00:00:00,long,0.18,0.18,5433.595716,983.63,0.7869,1.4755,0.3406,1,soft_sl,0.1816,0.17,,2217.1029,0.151323,0.03751,0.938,adx:trend|daily:aligned|obv:aligned|vol:high|vp:long_above_value,3.35
DOGE/USDT,2024-03-28 08:00:00,2024-03-28 12:00:00,long,0.2,0.22,4487.197939,937.92,0.7503,1.4069,0.0469,1,soft_sl,0.2178,0.21,,2220.4579,3.461564,0.03536,0.884,adx:strong|daily:aligned|obv:aligned|vol:high|vp:long_above_value|funding_window,76.86
LINK/USDT,2024-04-02 08:00:00,2024-04-02 12:00:00,short,18.31,17.81,97.549251,1761.58,1.4093,2.6424,-0.1762,1,soft_sl,17.8068,18.26,,2297.3204,1.968001,0.03878,0.97,daily:aligned|obv:aligned|pattern:contra|vp:inside_value|funding_window,45.21
TRX/USDT,2024-04-02 08:00:00,2024-04-02 12:00:00,short,0.12,0.12,33035.101734,3865.26,3.0922,5.7979,0.0863,1,soft_sl,0.1163,0.12,,2297.3204,1.638262,0.02851,1.064,market:trend|adx:trend|daily:aligned|obv:aligned|vp:inside_value|vp:near_poc|funding_window,37.64
TRX/USDT,2024-04-02 16:00:00,2024-04-02 20:00:00,short,0.12,0.12,50855.407267,5891.05,4.7128,8.8366,0.2946,1,soft_sl,0.1158,0.12,,2380.1679,-0.236573,0.04409,1.102,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|funding_window,-5.63
DOGE/USDT,2024-04-07 08:00:00,2024-04-07 12:00:00,long,0.2,0.2,4521.595669,889.42,0.7115,1.3341,0.0445,1,soft_sl,0.1981,0.19,,2374.537,0.442869,0.02565,0.641,adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:inside_value|weekend|funding_window,10.52
DOGE/USDT,2024-04-07 20:00:00,2024-04-08 00:00:00,long,0.2,0.2,5431.907651,1078.33,0.8627,1.6175,0.0539,1,soft_sl,0.2,0.19,,2385.0531,0.571302,0.03136,0.784,market:trend|adx:trend|daily:aligned|obv:aligned|vol:elevated|vp:inside_value|weekend,13.63
TRX/USDT,2024-04-10 20:00:00,2024-04-11 00:00:00,short,0.12,0.12,37844.596263,4493.88,3.5951,6.7408,-0.7795,1,soft_sl,0.1186,0.12,,2398.679,0.057558,0.04309,1.077,daily:aligned|obv:aligned|vp:inside_value,1.38
TRX/USDT,2024-04-13 00:00:00,2024-04-13 04:00:00,short,0.11,0.11,16535.325165,1887.42,1.5099,2.8311,0.0944,1,soft_sl,0.1134,0.12,,2400.0596,0.78731,0.0255,0.638,daily:aligned|obv:aligned|vp:short_below_value|weekend|funding_window|daily_close,18.9
TRX/USDT,2024-04-19 08:00:00,2024-04-19 12:00:00,short,0.11,0.11,28979.650521,3136.84,2.5095,4.7053,0.1568,1,soft_sl,0.1082,0.11,,2418.9555,-0.26401,0.045,1.125,adx:strong|daily:aligned|obv:aligned|vp:short_below_value|funding_window,-6.39
DOGE/USDT,2024-04-27 08:00:00,2024-04-27 12:00:00,short,0.14,0.14,9444.137083,1361.57,1.0893,2.0424,-0.078,1,soft_sl,0.1433,0.15,,2412.5692,0.522267,0.03136,0.784,market:trend|adx:trend|daily:aligned|obv:aligned|vp:inside_value|weekend|funding_window,12.6
LINK/USDT,2024-04-27 08:00:00,2024-04-27 12:00:00,short,14.11,13.96,59.935496,841.17,0.6729,1.2618,-0.0514,1,soft_sl,13.9602,14.33,,2412.5692,0.29148,0.01819,0.679,daily:aligned|obv:aligned|vp:inside_value|weekend|funding_window,7.03
DOGE/USDT,2024-04-30 16:00:00,2024-04-30 20:00:00,short,0.13,0.13,13864.363343,1830.73,1.4646,2.7461,0.0915,1,soft_sl,0.1298,0.13,,2432.2014,2.381424,0.045,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|vp:short_below_value|funding_window,57.92
LINK/USDT,2024-04-30 16:00:00,2024-04-30 20:00:00,short,13.08,12.81,98.31225,1272.93,1.0183,1.9094,0.0636,1,soft_sl,12.8127,13.14,,2432.2014,0.969591,0.02685,1.002,adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value|funding_window,23.58
LINK/USDT,2024-05-01 12:00:00,2024-05-01 16:00:00,short,12.94,12.76,171.481854,2202.94,1.7623,3.3044,-0.2203,1,soft_sl,12.756,13.12,,2513.7049,1.042299,0.05,1.25,market:trend|adx:strong|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value,26.2
TRX/USDT,2024-05-09 16:00:00,2024-05-09 20:00:00,long,0.13,0.13,42575.059974,5389.29,4.3114,8.0839,0.2695,1,soft_sl,0.1267,0.13,,2539.9052,-0.085439,0.04208,1.052,market:trend|adx:trend|daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value|funding_window,-2.17
DOGE/USDT,2024-05-13 08:00:00,2024-05-13 12:00:00,short,0.14,0.14,12733.515452,1811.91,1.4495,2.7179,-0.1812,1,soft_sl,0.1419,0.15,,2537.7351,0.209715,0.03878,0.97,daily:aligned|obv:aligned|pattern:contra|vp:inside_value|funding_window,5.32
TRX/USDT,2024-05-27 12:00:00,2024-05-27 12:00:00,short,0.11,0.11,55909.861926,6187.54,4.95,9.2813,0.3094,1,soft_sl,0.11,0.11,,2543.0571,2.374248,0.04453,1.113,adx:strong|daily:aligned|obv:aligned|rsi:cold_short|vp:short_below_value,60.38
TRX/USDT,2024-05-28 12:00:00,2024-05-28 12:00:00,short,0.11,0.11,60716.58776,6732.86,5.3863,10.0993,0.3366,1,soft_sl,0.11,0.11,,2603.4356,3.543521,0.05,1.25,adx:strong|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value,92.25
DOGE/USDT,2024-06-15 00:00:00,2024-06-15 04:00:00,short,0.13,0.13,9790.740752,1316.54,1.0532,1.9748,0.0658,1,soft_sl,0.1341,0.14,,2695.6889,0.184687,0.02677,0.669,adx:strong|daily:aligned|obv:aligned|vp:short_below_value|weekend|funding_window|daily_close,4.98
LINK/USDT,2024-06-15 00:00:00,2024-06-15 04:00:00,short,14.74,14.7,60.739759,893.94,0.7152,1.3409,0.0447,1,soft_sl,14.7002,15.1,,2695.6889,0.000594,0.01794,0.669,adx:strong|daily:aligned|obv:aligned|vp:short_below_value|weekend|funding_window|daily_close,0.02
LINK/USDT,2024-06-17 16:00:00,2024-06-17 20:00:00,short,14.28,14.04,190.017166,2691.27,2.153,4.0369,0.1346,1,soft_sl,14.0426,14.36,,2700.6835,1.464283,0.045,1.125,adx:strong|daily:aligned|obv:aligned|pattern:contra|vp:short_below_value|funding_window,39.55
DOGE/USDT,2024-06-17 20:00:00,2024-06-18 00:00:00,short,0.13,0.13,12304.098369,1609.38,1.2875,2.4141,-0.0215,1,soft_sl,0.1291,0.13,,2623.7266,1.454185,0.03009,1.123,adx:strong|daily:aligned|obv:against|vp:short_below_value,38.15
DOGE/USDT,2024-06-18 08:00:00,2024-06-18 12:00:00,short,0.12,0.12,13538.869712,1640.1,1.3121,2.4601,0.082,1,soft_sl,0.1196,0.12,,2778.383,1.352395,0.03968,0.992,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|rsi:cold_short|vp:short_below_value|funding_window,37.57
LINK/USDT,2024-06-18 08:00:00,2024-06-18 12:00:00,short,13.72,13.48,97.912307,1331.54,1.0652,1.9973,0.0666,1,soft_sl,13.4756,13.9,,2778.383,0.759056,0.03015,1.125,market:trend|adx:strong|daily:aligned|obv:aligned|vol:elevated|vp:short_below_value|funding_window,21.09
DOGE/USDT,2024-06-24 12:00:00,2024-06-24 16:00:00,short,0.12,0.12,24537.025003,2865.65,2.2925,4.2985,-0.1985,1,soft_sl,0.1164,0.12,,2837.0472,0.399554,0.05,1.25,adx:strong|daily:aligned|obv:aligned|vp:short_below_value,11.34
DOGE/USDT,2024-07-04 08:00:00,2024-07-04 12:00:00,short,0.11,0.11,20135.343152,2236.4,1.7891,3.3546,0.1118,1,soft_sl,0.1101,0.11,,2848.3828,1.245558,0.03862,0.966,daily:aligned|obv:aligned|rsi:cold_short|pattern:aligned|vp:short_below_value|funding_window,35.48
LINK/USDT,2024-07-04 08:00:00,2024-07-04 12:00:00,short,13.14,13.03,111.259862,1455.84,1.1647,2.1838,0.0728,1,soft_sl,13.0252,13.39,,2848.3828,0.348031,0.02872,1.072,daily:aligned|obv:aligned|vp:short_below_value|funding_window,9.91
DOGE/USDT,2024-07-22 04:00:00,2024-07-22 08:00:00,long,0.14,0.14,17899.802178,2541.36,2.0331,3.812,0.2541,1,soft_sl,0.1425,0.14,,2893.7743,0.404388,0.04899,1.225,market:trend|adx:strong|daily:aligned|obv:aligned|rsi:hot_long|vp:long_above_value,11.7
DOGE/USDT,2024-07-25 08:00:00,2024-07-25 12:00:00,short,0.12,0.12,13029.785255,1607.43,1.2859,2.4111,0.0804,1,soft_sl,0.1232,0.13,,2905.4764,0.052958,0.0349,0.873,daily:aligned|obv:aligned|vol:elevated|vp:inside_value|funding_window,1.54
